Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Pkts/s,Flow IAT Std,Flow IAT Max,Fwd IAT Tot,Fwd IAT Std,Fwd IAT Max,Bwd IAT Tot,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,SYN Flag Cnt,ACK Flag Cnt,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Label
6,5531596,4,4,97.0,231.0,97.0,0.0,24.25,48.5,231.0,0.0,57.75,115.5,1.4462372161669073,2063474.072681554,5469462.0,62134.0,35564.80897366571,61778.0,5531410.0,3193007.6623027907,5530771.0,0,92,92,0.7231186080834536,0.7231186080834536,0.0,231.0,36.44444444444444,79.6996096463325,6352.027777777778,0,0,41.0,24.25,57.75,4,97,4,231,8192,141,1,20,0
6,3558,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.1135469,0.0,3558.0,3558.0,0.0,3558.0,0.0,0.0,0.0,0,64,0,562.1135469,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,225,-1,0,32,1
6,18049830,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1108043676865654,0.0,18049830.0,18049830.0,0.0,18049830.0,0.0,0.0,0.0,0,40,0,0.1108043676865654,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,256,-1,0,20,0
6,16335,5,2,935.0,313.0,935.0,0.0,187.0,418.1447118,313.0,0.0,156.5,221.3244225,428.5277013,6371.332004,15725.0,16335.0,7992.758655,16072.0,15725.0,0.0,15725.0,0,124,40,306.0912152,122.4364861,0.0,935.0,156.0,333.2750901,111072.2857,0,0,178.2857143,187.0,156.5,5,935,2,313,65535,32768,1,20,0
6,2218696,8,7,1148.0,1581.0,677.0,0.0,143.5,228.12966237897004,1173.0,0.0,225.8571428571429,430.0986044197418,6.760727923068325,248600.20570151412,953159.0,2218696.0,397459.9748384975,1201579.0,2020740.0,302566.3314309773,953159.0,0,172,152,3.605721558969773,3.1550063640985515,0.0,1173.0,170.56250000000003,319.4332415909987,102037.59583333335,0,0,181.9333333333333,143.5,225.8571428571429,8,1148,7,1581,8192,62852,5,20,0
6,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,20,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,1
17,1576356,3,0,150.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.9031234061,9827.3700449306,795127.0,1576356.0,9827.3700449306,795127.0,0.0,0.0,0.0,0,24,0,1.9031234061,0.0,50.0,50.0,50.0,0.0,0.0,0,0,66.6666666667,50.0,0.0,3,150,0,0,-1,-1,2,8,0
6,50,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,0,40,0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,256,-1,0,20,0
17,12773,1,1,61.0,122.0,61.0,61.0,61.0,0.0,122.0,122.0,122.0,0.0,156.5802865419,0.0,12773.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,78.290143271,78.290143271,61.0,122.0,81.3333333333,35.2183664206,1240.3333333333,0,0,122.0,61.0,122.0,1,61,1,122,-1,-1,0,8,0
6,10193,3,4,266.0,935.0,266.0,0.0,88.66666667,153.5751716,935.0,0.0,233.75,467.5,686.7458059,3668.67308,9168.0,9495.0,6251.531052,9168.0,10186.0,5289.213206,9491.0,0,72,92,294.3196311,392.4261748,0.0,935.0,150.125,330.5149391,109240.125,0,0,171.5714286,88.66666667,233.75,3,266,4,935,65535,219,1,20,1
6,46576,3,4,437.0,860.0,437.0,0.0,145.6666666667,252.3020676359,860.0,0.0,215.0,430.0,150.2919958777,11859.721913547,23081.0,23231.0,16213.2513858263,23080.0,23511.0,13346.0944099763,23247.0,0,72,92,64.4108553762,85.8811405015,0.0,860.0,162.125,320.7787121099,102898.982142857,0,0,185.2857142857,145.6666666667,215.0,3,437,4,860,8192,31,1,20,0
6,4357,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0314437,0.0,4357.0,4357.0,0.0,4357.0,0.0,0.0,0.0,0,40,0,459.0314437,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,1
6,10314,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.9111887,0.0,10314.0,10314.0,0.0,10314.0,0.0,0.0,0.0,0,64,0,193.9111887,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,225,-1,0,32,1
17,444,1,1,44.0,172.0,44.0,44.0,44.0,0.0,172.0,172.0,172.0,0.0,4504.504504504504,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,2252.252252252252,2252.252252252252,44.0,172.0,86.66666666666666,73.9008344562721,5461.333333333333,0,0,130.0,44.0,172.0,1,44,1,172,-1,-1,0,8,0
6,116351531,16,16,1252.0,5095.0,602.0,0.0,78.25,153.5840704,1430.0,0.0,318.4375,502.4101868,0.275028611,14500000.0,58000000.0,116000000.0,20400000.0,58000000.0,116000000.0,20400000.0,58100000.0,0,332,332,0.137514306,0.137514306,0.0,1430.0,192.3333333,380.7775488,144991.5417,0,0,198.34375,78.25,318.4375,16,1252,16,5095,8192,181,8,20,0
6,2182903,8,7,1128.0,1581.0,661.0,0.0,141.0,222.62332056,1173.0,0.0,225.8571428571,430.0986044197,6.8715833915,247920.800080189,953522.0,2182903.0,401937.346210291,1207933.0,1988372.0,306395.650376872,953522.0,0,172,152,3.6648444755,3.206738916,0.0,1173.0,169.3125,317.7312740352,100953.1625,0,0,180.6,141.0,225.8571428571,8,1128,7,1581,8192,62872,5,20,0
6,5774,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.3803256,0.0,5774.0,5774.0,0.0,5774.0,0.0,0.0,0.0,0,64,0,346.3803256,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,225,-1,0,32,1
17,48765,2,2,102.0,134.0,51.0,51.0,51.0,0.0,67.0,67.0,67.0,0.0,82.02604326873782,27644.4343584744,48176.0,48425.0,0.0,48425.0,48516.0,0.0,48516.0,0,16,16,41.01302163436891,41.01302163436891,51.0,67.0,57.4,8.763560920082657,76.8,0,0,71.75,51.0,67.0,2,102,2,134,-1,-1,1,8,0
17,257,1,1,41.0,89.0,41.0,41.0,41.0,0.0,89.0,89.0,89.0,0.0,7782.101167315174,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,3891.050583657587,3891.050583657587,41.0,89.0,57.0,27.712812921102035,768.0,0,0,85.5,41.0,89.0,1,41,1,89,-1,-1,0,8,0
6,118496949,16,13,1131.0,4607.0,333.0,0.0,70.6875,100.18231297655954,1460.0,0.0,354.38461538461536,536.0554291087099,0.2447320394721724,15450497.310250562,58936287.0,118496949.0,20720560.92867442,58936287.0,118419136.0,22960975.826309208,59035206.0,0,332,268,0.1350245735018882,0.1097074659702841,0.0,1460.0,191.2666666666667,381.192406239569,145307.65057471264,0,0,197.86206896551724,70.6875,354.38461538461536,16,1131,13,4607,8192,16384,8,20,0
6,86231522,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231933747,0.0,86231522.0,86231522.0,0.0,86231522.0,0.0,0.0,0.0,0,40,0,0.0231933747,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,62559,-1,0,20,0
6,140,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14285.714285714286,0.0,140.0,140.0,0.0,140.0,0.0,0.0,0.0,0,40,0,14285.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,256,-1,0,20,0
6,1519682,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,4.606226829,620198.9002,1519256.0,392.0,274.3574311,390.0,1519677.0,877021.3475,1519256.0,0,72,92,1.974097212,2.632129617,0.0,964.0,123.0,339.8873763,115523.4286,0,0,140.5714286,6.666666667,241.0,3,20,4,964,8192,211,1,20,1
6,115275083,46,67,817.0,75075.0,476.0,0.0,17.7608695652,76.6119180698,1460.0,0.0,1120.5223880597,601.0068158291,0.9802638789,3009807.83735763,10004382.0,115275083.0,4346481.6333717,10015478.0,110331375.0,3759866.39072504,10015670.0,0,932,1484,0.3990454728,0.5812184061,0.0,1460.0,665.7192982456,714.6933807402,510786.628473839,0,0,671.610619469,17.7608695652,1120.5223880597,46,817,67,75075,8192,62,15,20,0
6,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,20,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,1
6,54754789,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365264854,0.0,54754789.0,54754789.0,0.0,54754789.0,0.0,0.0,0.0,0,40,0,0.0365264854,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,279,-1,0,20,0
6,60,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333.333333333336,0.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0,40,0,33333.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,508,-1,0,20,0
6,117210444,17,17,1753.0,1218.0,605.0,0.0,103.1176470588,181.8563589598,325.0,0.0,71.6470588235,89.8999034875,0.2900765396,14159385.1991865,58859646.0,117210444.0,19965493.1291409,58910778.0,117148344.0,19971292.3315229,58871117.0,0,352,352,0.1450382698,0.1450382698,0.0,605.0,84.8857142857,140.826921605,19832.2218487395,0,0,87.3823529412,103.1176470588,71.6470588235,17,1753,17,1218,8192,185,10,20,0
17,896,1,1,41.0,99.0,41.0,41.0,41.0,0.0,99.0,99.0,99.0,0.0,2232.1428571428573,0.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,1116.071428571429,1116.071428571429,41.0,99.0,60.33333333333333,33.48631561299829,1121.3333333333333,0,0,90.5,41.0,99.0,1,41,1,99,-1,-1,0,8,0
6,615292,7,5,364.0,582.0,103.0,0.0,52.0,49.2172056636,409.0,0.0,116.4,167.0353256051,19.5029351917,63310.2000664549,124377.0,615292.0,49360.0465666987,127198.0,495089.0,2667.3121770802,127227.0,0,148,108,11.3767121952,8.1262229966,0.0,409.0,72.7692307692,109.5332170669,11997.5256410256,0,0,78.8333333333,52.0,116.4,7,364,5,582,8192,63964,4,20,0
6,5857362,4,4,97.0,231.0,97.0,0.0,24.25,48.5,231.0,0.0,57.75,115.5,1.365802557533579,2207133.988314559,5842061.0,15301.0,8504.08991799436,14919.0,5857079.0,3381042.273660792,5856451.0,0,92,92,0.6829012787667895,0.6829012787667895,0.0,231.0,36.44444444444444,79.6996096463325,6352.027777777778,0,0,41.0,24.25,57.75,4,97,4,231,8192,141,1,20,0
6,139,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14388.48921,0.0,139.0,139.0,0.0,139.0,0.0,0.0,0.0,0,40,0,14388.48921,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,255,-1,0,20,0
6,80,3,1,31.0,0.0,31.0,0.0,10.3333333333,17.8978583449,0.0,0.0,0.0,0.0,50000.0,15.0443787952,44.0,80.0,5.6568542495,44.0,0.0,0.0,0.0,0,60,20,37500.0,12500.0,0.0,31.0,6.2,13.8636214605,192.2,0,1,7.75,10.3333333333,0.0,3,31,1,0,110,0,1,20,0
17,820,1,1,41.0,69.0,41.0,41.0,41.0,0.0,69.0,69.0,69.0,0.0,2439.02439,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,1219.512195,1219.512195,41.0,69.0,50.33333333,16.16580754,261.3333333,0,0,75.5,41.0,69.0,1,41,1,69,-1,-1,0,8,0
17,775,1,1,46.0,133.0,46.0,46.0,46.0,0.0,133.0,133.0,133.0,0.0,2580.645161,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,1290.322581,1290.322581,46.0,133.0,75.0,50.22947342,2523.0,0,0,112.5,46.0,133.0,1,46,1,133,-1,-1,0,8,0
6,989,3,4,161.0,488.0,161.0,0.0,53.6666666667,92.9533933395,488.0,0.0,122.0,244.0,7077.8564206269,102.6847927722,286.0,454.0,142.8355697997,328.0,719.0,170.2948423568,382.0,0,72,92,3033.3670374115,4044.4893832154,0.0,488.0,81.125,173.7875858627,30202.125,0,0,92.7142857143,53.6666666667,122.0,3,161,4,488,8192,149,1,20,0
6,3964034,5,3,935.0,327.0,935.0,0.0,187.0,418.1447118,327.0,0.0,109.0,188.793538,2.018146161,1437655.142,3826025.0,3964034.0,1890728.175,3826032.0,118542.0,6253.652373,63693.0,0,168,104,1.261341351,0.75680481,0.0,935.0,140.2222222,317.0555069,100524.1944,0,1,157.75,187.0,109.0,5,935,3,327,219,211,1,32,0
6,316,3,0,31.0,0.0,31.0,0.0,10.33333333,17.89785834,0.0,0.0,0.0,0.0,9493.670886,128.6934342,249.0,316.0,128.6934342,249.0,0.0,0.0,0.0,0,60,0,9493.670886,0.0,0.0,31.0,7.75,15.5,240.25,0,1,10.33333333,10.33333333,0.0,3,31,0,0,258,-1,1,20,0
17,306,1,1,30.0,46.0,30.0,30.0,30.0,0.0,46.0,46.0,46.0,0.0,6535.9477124183,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,3267.97385620915,3267.97385620915,30.0,46.0,35.333333333333336,9.237604307034012,85.33333333333333,0,0,53.0,30.0,46.0,1,30,1,46,-1,-1,0,8,0
6,53763887,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037199691,0.0,53800000.0,53800000.0,0.0,53800000.0,0.0,0.0,0.0,0,40,0,0.037199691,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,279,-1,0,20,0
17,948,1,1,33.0,97.0,33.0,33.0,33.0,0.0,97.0,97.0,97.0,0.0,2109.704641350211,0.0,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,1054.8523206751056,1054.8523206751056,33.0,97.0,54.33333333333333,36.95041722813605,1365.3333333333333,0,0,81.5,33.0,97.0,1,33,1,97,-1,-1,0,8,0
6,52479,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.11048229,0.0,52479.0,52479.0,0.0,52479.0,0.0,0.0,0.0,0,64,0,38.11048229,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,225,-1,0,32,1
6,19,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105263.15789473684,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,52631.57894736842,52631.57894736842,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1,0,1,0,168,258,0,20,0
17,39088,1,1,43.0,99.0,43.0,43.0,43.0,0.0,99.0,99.0,99.0,0.0,51.1665984445,0.0,39088.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,25.5832992223,25.5832992223,43.0,99.0,61.6666666667,32.3316150746,1045.3333333333,0,0,92.5,43.0,99.0,1,43,1,99,-1,-1,0,8,0
6,4136965,5,3,935.0,327.0,935.0,0.0,187.0,418.1447118,327.0,0.0,109.0,188.793538,1.933784792,1541450.718,4086543.0,4136965.0,2034938.695,4086547.0,39520.0,24793.99218,37292.0,0,168,104,1.208615495,0.725169297,0.0,935.0,140.2222222,317.0555069,100524.1944,0,1,157.75,187.0,109.0,5,935,3,327,237,211,1,32,0
6,86107621,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232267478,0.0,86107621.0,86107621.0,0.0,86107621.0,0.0,0.0,0.0,0,40,0,0.0232267478,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,62563,-1,0,20,0
6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,32,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1,0,1,0,241,230,0,32,1
6,32,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,0.0,32.0,32.0,0.0,32.0,0.0,0.0,0.0,0,40,0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,258,-1,0,20,0
17,26340,2,2,62.0,316.0,31.0,31.0,31.0,0.0,158.0,158.0,158.0,0.0,151.8602885,8849.318787,17698.0,17698.0,0.0,17698.0,1.0,0.0,1.0,0,16,16,75.93014427,75.93014427,31.0,158.0,81.8,69.5607648,4838.7,0,0,102.25,31.0,158.0,2,62,2,316,-1,-1,1,8,0
17,66094,2,2,80.0,150.0,40.0,40.0,40.0,0.0,75.0,75.0,75.0,0.0,60.51986564589826,19138.426224048133,34723.0,31353.0,0.0,31353.0,18.0,0.0,18.0,0,16,16,30.25993282294913,30.25993282294913,40.0,75.0,54.0,19.170289512680814,367.5,0,0,67.5,40.0,75.0,2,80,2,150,-1,-1,1,8,0
6,344,3,0,77.0,0.0,46.0,0.0,25.666666666666664,23.45918441321721,0.0,0.0,0.0,0.0,8720.93023255814,216.3746750430836,325.0,344.0,216.3746750430836,325.0,0.0,0.0,0.0,1,60,0,8720.93023255814,0.0,0.0,46.0,30.75,21.68524844220144,470.25,1,1,41.0,25.666666666666668,0.0,3,77,0,0,256,-1,1,20,0
17,27610,1,1,33.0,267.0,33.0,33.0,33.0,0.0,267.0,267.0,267.0,0.0,72.4375226367,0.0,27610.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,36.2187613184,36.2187613184,33.0,267.0,111.0,135.0999629904,18252.0,0,0,166.5,33.0,267.0,1,33,1,267,-1,-1,0,8,0
6,1156,3,0,77.0,0.0,46.0,0.0,25.666666666666664,23.45918441321721,0.0,0.0,0.0,0.0,2595.155709342561,796.2022356160525,1141.0,1156.0,796.2022356160525,1141.0,0.0,0.0,0.0,1,60,0,2595.155709342561,0.0,0.0,46.0,30.75,21.68524844220144,470.25,1,1,41.0,25.666666666666668,0.0,3,77,0,0,254,-1,1,20,0
6,116136974,26,27,778.0,17441.0,404.0,0.0,29.9230769231,89.268100944,1460.0,0.0,645.962962963,703.794467456,0.4563576799,4133768.02628145,10008897.0,116136974.0,4983460.77416672,10030992.0,110557347.0,5046182.28634014,10031117.0,0,532,684,0.2238735788,0.2324841011,0.0,1460.0,337.3888888889,586.3276312737,343780.091194969,0,0,343.7547169811,29.9230769231,645.962962963,26,778,27,17441,8192,123,15,20,0
6,4439275,5,3,935.0,378.0,935.0,0.0,187.0,418.1447118,378.0,0.0,126.0,218.2384018,1.802096063,1626592.132,4322649.0,4439275.0,2142073.477,4322656.0,64476.0,5808.175101,36345.0,0,168,104,1.126310039,0.675786024,0.0,935.0,145.8888889,321.2391805,103194.6111,0,1,164.125,187.0,126.0,5,935,3,378,219,211,1,32,0
6,85387772,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023422558,0.0,85400000.0,85400000.0,0.0,85400000.0,0.0,0.0,0.0,0,40,0,0.023422558,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,62559,-1,0,20,0
17,410,1,1,33.0,97.0,33.0,33.0,33.0,0.0,97.0,97.0,97.0,0.0,4878.048780487805,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,2439.0243902439024,2439.0243902439024,33.0,97.0,54.33333333333333,36.95041722813605,1365.3333333333333,0,0,81.5,33.0,97.0,1,33,1,97,-1,-1,0,8,0
